Word,negative,positive,neutral,norm_valence
irrationalist,-2.1,0.9434,"[-1, -4, -2, -2, -3, -3, -2, -1, -1, -2]",0.2375
smugglers,-1.4,1.56205,"[-2, -3, -4, 1, -2, 0, -2, 1, -1, -2]",0.325
freakouts,-1.5,0.92195,"[-2, -2, -1, -1, -2, -2, -2, 1, -2, -2]",0.3125
flop,-1.4,0.4899,"[-1, -1, -2, -1, -2, -1, -2, -1, -2, -1]",0.325
shits,-2.1,1.22066,"[-3, 0, -3, 0, -2, -4, -2, -2, -2, -3]",0.2375
teaselers,-1.2,1.249,"[0, -3, 0, 0, 0, -3, -2, -2, -2, 0]",0.35
adore,2.6,0.91652,"[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]",0.825
spites,-1.4,1.28062,"[0, -2, -2, -3, -2, -1, 1, 0, -3, -2]",0.325
jollied,2.4,0.66332,"[3, 3, 2, 2, 3, 3, 2, 2, 1, 3]",0.8
killers,-3.3,0.45826,"[-3, -3, -4, -3, -3, -3, -4, -3, -4, -3]",0.08750000000000002
free,2.3,0.9,"[2, 4, 3, 3, 2, 1, 2, 3, 1, 2]",0.7875
saved,1.8,0.6,"[1, 2, 2, 2, 1, 3, 2, 2, 1, 2]",0.725
shameful,-2.2,0.6,"[-3, -3, -2, -2, -2, -3, -1, -2, -2, -2]",0.22499999999999998
despiser,-1.8,1.07703,"[-2, -1, -3, 1, -2, -2, -3, -2, -2, -2]",0.275
freedoms,1.2,1.07703,"[2, 1, 1, 3, 2, 1, 2, 1, -1, 0]",0.65
rejoices,2.1,0.7,"[2, 1, 2, 3, 2, 3, 3, 2, 2, 1]",0.7625
fight,-1.6,1.56205,"[-1, -2, -3, -3, -1, 2, -4, -1, -2, -1]",0.3
comfortableness,1.3,1.48661,"[4, 2, 2, 3, 1, 1, 1, -1, -1, 1]",0.6625
defences,-0.2,1.16619,"[0, 0, 0, 1, -2, -1, 0, -2, 0, 2]",0.475
expelled,-1.0,1.94936,"[-1, -2, 2, -2, -4, -3, -2, 1, 2, -1]",0.375
smilaxes,0.3,0.78102,"[0, 0, 0, 0, 1, 2, 1, -1, 0, 0]",0.5375
shamefacedness,-2.0,0.89443,"[-1, -1, -2, -2, -2, -1, -2, -4, -2, -3]",0.25
cynicisms,-1.7,0.78102,"[-1, -1, -3, -1, -2, -3, -1, -2, -2, -1]",0.2875
dreams,1.7,1.1,"[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]",0.7125
harmonise,1.8,0.74833,"[1, 1, 2, 3, 2, 1, 1, 3, 2, 2]",0.725
trustiest,2.2,0.87178,"[3, 2, 2, 3, 2, 2, 4, 1, 1, 2]",0.775
devilwoods,-1.0,0.7746,"[-2, 0, -2, -1, -1, 0, -1, -2, 0, -1]",0.375
tolerantly,0.4,1.2,"[0, 1, 1, 1, 0, -3, 1, 1, 1, 1]",0.55
supremest,2.2,1.98997,"[4, 3, 1, 0, 4, 4, -2, 3, 1, 4]",0.775
freestyles,0.3,0.64031,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2]",0.5375
grace,1.8,0.4,"[2, 1, 2, 2, 1, 2, 2, 2, 2, 2]",0.725
tenderloins,0.4,0.66332,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]",0.55
dejecting,-2.3,0.64031,"[-2, -2, -3, -2, -3, -2, -1, -2, -3, -3]",0.21250000000000002
honorariums,1.0,1.0,"[0, 0, 0, 0, 1, 2, 1, 3, 2, 1]",0.625
romanticizes,1.8,0.87178,"[2, 3, 2, 1, 2, 3, 0, 1, 2, 2]",0.725
unfortunates,-1.9,0.7,"[-2, -3, -1, -1, -2, -2, -2, -1, -3, -2]",0.2625
energizer,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 3, 1, 2]",0.7625
diamond,1.4,1.42829,"[0, 0, 2, 0, 1, 3, 1, 3, 0, 4]",0.675
warmouth,0.4,0.66332,"[0, 0, 2, 0, 0, 0, 0, 1, 1, 0]",0.55
frighten,-1.4,0.8,"[0, -1, -1, -1, -2, -1, -3, -2, -1, -2]",0.325
fearful,-2.2,0.87178,"[-2, -2, -3, -1, -2, -3, -2, -2, -4, -1]",0.22499999999999998
gloominesses,-1.0,1.09545,"[-1, -2, -2, -1, -1, -2, 2, -1, -1, -1]",0.375
welcoming,1.9,0.7,"[2, 2, 1, 1, 2, 2, 2, 3, 3, 1]",0.7375
nagger,-1.8,0.4,"[-2, -1, -2, -2, -2, -2, -1, -2, -2, -2]",0.275
scumbag,-3.2,0.6,"[-4, -3, -3, -2, -3, -4, -3, -3, -4, -3]",0.09999999999999998
collision,-1.5,0.67082,"[-1, -1, -2, -1, -2, -1, -1, -3, -2, -1]",0.3125
brightwork,1.1,0.83066,"[1, 0, 1, 2, 1, 0, 3, 1, 1, 1]",0.6375
ungratefulness,-1.6,0.4899,"[-2, -2, -2, -2, -1, -1, -1, -2, -2, -1]",0.3
battlement,-0.4,0.8,"[0, -1, 0, -1, 0, -2, 0, 1, 0, -1]",0.45
envied,-1.1,0.83066,"[-1, -2, -2, 1, -2, -1, -1, -1, -1, -1]",0.3625
splendidly,2.1,1.22066,"[1, 4, 1, 3, 3, 4, 1, 2, 1, 1]",0.7625
treat,1.7,0.78102,"[2, 2, 2, 0, 2, 1, 3, 2, 1, 2]",0.7125
fumet,0.4,1.0198,"[2, 0, 0, -1, 0, 1, -1, 0, 2, 1]",0.55
isolationist,0.7,1.55242,"[2, 0, 0, -1, -1, 3, 0, 2, -1, 3]",0.5875
beneficence,2.8,0.87178,"[1, 4, 3, 4, 2, 2, 3, 3, 3, 3]",0.85
antagonism,-1.9,1.04403,"[-1, -1, -3, -2, -4, -2, -2, 0, -2, -2]",0.2625
stammering,-1.0,0.63246,"[-2, -1, 0, -1, -1, -2, 0, -1, -1, -1]",0.375
determinant,0.2,0.6,"[0, 1, -1, 0, 1, 1, 0, 0, 0, 0]",0.525
dangerously,-2.0,0.44721,"[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]",0.25
flatterer,-0.3,1.9,"[-4, 2, -1, 1, 2, 2, -2, -1, -1, -1]",0.4625
energized,2.3,0.64031,"[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]",0.7875
tenderheartedly,2.7,0.64031,"[2, 2, 2, 3, 3, 3, 3, 4, 3, 2]",0.8375
partiers,0.7,1.00499,"[0, 0, 3, 0, 0, 0, 2, 1, 0, 1]",0.5875
wisenheimers,-1.4,0.91652,"[-3, -3, -2, -1, -1, -1, 0, -1, -1, -1]",0.325
victim,-1.1,1.92094,"[-1, -2, 2, -3, -3, -2, -3, 1, 2, -2]",0.3625
pressuring,-1.4,0.91652,"[-3, -1, -1, -1, -1, -1, -1, -3, -2, 0]",0.325
screwup,-1.7,0.9,"[-2, -2, -2, 1, -2, -2, -2, -2, -2, -2]",0.2875
aggravated,-1.9,1.04403,"[-4, -3, -3, -1, -1, -1, -1, -2, -2, -1]",0.2625
trivium,-0.3,0.64031,"[0, 0, -2, 0, 0, 0, 0, -1, 0, 0]",0.4625
inspirit,1.9,0.7,"[1, 3, 2, 1, 2, 1, 3, 2, 2, 2]",0.7375
shittier,-2.1,0.83066,"[-3, -3, -2, -1, -1, -1, -3, -2, -2, -3]",0.2375
lawsuit,-0.9,1.22066,"[-2, -2, -1, -3, -1, 1, 0, 1, -1, -1]",0.3875
worshiping,1.0,1.18322,"[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]",0.625
strongboxes,0.3,0.64031,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0]",0.5375
vigilant,0.7,0.9,"[0, 2, 0, 2, 0, -1, 1, 1, 1, 1]",0.5875
relievers,1.0,0.63246,"[1, 1, 1, 1, 2, 0, 2, 0, 1, 1]",0.625
whiners,-0.6,1.95959,"[-2, 0, -2, -2, 4, 1, 1, -2, -2, -2]",0.425
shake,-0.7,0.9,"[-2, 0, 0, -2, 1, -1, 0, -1, -1, -1]",0.4125
destructibility,-1.8,1.07703,"[-1, -2, -1, -1, -2, -3, -2, 0, -4, -2]",0.275
litigation,-0.8,0.6,"[0, -2, -1, 0, -1, -1, -1, -1, 0, -1]",0.4
greedily,-1.9,1.22066,"[-2, -1, -3, -3, -3, -2, -1, -2, 1, -3]",0.2625
disagreed,-1.3,0.64031,"[-1, -2, -1, -1, -2, 0, -1, -2, -1, -2]",0.3375
cowardly,-1.6,0.8,"[-1, -1, -1, -3, -1, -2, -3, -2, -1, -1]",0.3
aggressively,-1.3,1.55242,"[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]",0.3375
feud,-1.4,0.66332,"[-3, -2, -1, -2, -1, -1, -1, -1, -1, -1]",0.325
delectably,2.8,0.74833,"[3, 4, 3, 2, 3, 3, 3, 1, 3, 3]",0.85
reinvigorating,1.7,0.64031,"[1, 2, 1, 1, 2, 2, 2, 1, 3, 2]",0.7125
glorifier,2.3,1.00499,"[1, 4, 1, 2, 4, 2, 3, 2, 2, 2]",0.7875
wisewomen,1.3,0.9,"[2, 2, 0, 0, 2, 0, 1, 2, 2, 2]",0.6625
dignities,1.4,0.66332,"[1, 2, 1, 1, 3, 2, 1, 1, 1, 1]",0.675
pensive,0.3,1.1,"[1, 0, 0, 1, 0, -1, 3, 0, -1, 0]",0.5375
abusively,-2.8,0.6,"[-3, -4, -3, -2, -3, -2, -2, -3, -3, -3]",0.15000000000000002
hypocritical,-2.0,0.89443,"[-4, -2, -1, -3, -2, -1, -2, -1, -2, -2]",0.25
trustier,1.3,1.1,"[1, 1, 1, 2, 0, 0, 3, 0, 3, 2]",0.6625
incapacitated,-1.9,0.9434,"[-2, -2, -1, -1, -2, -4, -1, -1, -2, -3]",0.2625
dehumanizing,-2.4,0.91652,"[-2, -3, -4, -2, -3, -2, -3, -1, -1, -3]",0.2
neatest,1.7,0.64031,"[1, 2, 2, 1, 2, 2, 1, 2, 1, 3]",0.7125
aggravate,-2.5,0.80623,"[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]",0.1875
violations,-2.4,0.66332,"[-2, -2, -2, -3, -2, -4, -2, -2, -2, -3]",0.2
encourager,1.5,0.5,"[2, 1, 2, 1, 1, 2, 1, 1, 2, 2]",0.6875
impressible,0.8,1.16619,"[2, -1, 1, 0, -1, 2, 1, 0, 2, 2]",0.6
despairing,-2.3,0.64031,"[-2, -1, -3, -2, -3, -2, -2, -2, -3, -3]",0.21250000000000002
bastardy,-2.7,1.1,"[-4, -3, -2, -2, -4, -3, -3, -3, -3, 0]",0.16249999999999998
murderous,-3.2,0.74833,"[-3, -3, -4, -3, -4, -4, -4, -2, -2, -3]",0.09999999999999998
triumphs,2.0,1.41421,"[3, 2, 3, 3, 3, 1, -1, 1, 1, 4]",0.75
freakout,-1.8,1.6,"[-3, 1, -3, -2, -3, -1, -4, 1, -2, -2]",0.275
inferiorly,-2.0,0.63246,"[-3, -2, -2, -2, -2, -3, -1, -2, -1, -2]",0.25
honorer,1.7,0.78102,"[2, 1, 3, 3, 1, 2, 1, 2, 1, 1]",0.7125
certain,1.1,0.7,"[1, 0, 2, 0, 2, 2, 1, 1, 1, 1]",0.6375
rejected,-2.3,0.45826,"[-3, -2, -3, -3, -2, -2, -2, -2, -2, -2]",0.21250000000000002
bitterest,-2.3,1.41774,"[-4, -4, -2, -1, 1, -2, -3, -3, -2, -3]",0.21250000000000002
humiliated,-1.4,2.498,"[3, -3, -4, -3, -3, -4, -3, 0, 1, 2]",0.325
cruelty,-2.9,0.83066,"[-3, -3, -3, -3, -4, -3, -1, -3, -4, -2]",0.1375
arguers,-1.4,0.4899,"[-2, -1, -1, -2, -1, -1, -2, -2, -1, -1]",0.325
dominatrices,-0.2,1.6,"[-3, 0, 2, 0, -2, -2, 0, 1, 2, 0]",0.475
generously,1.8,0.74833,"[3, 3, 2, 1, 2, 1, 1, 2, 1, 2]",0.725
congrats,2.4,0.91652,"[1, 3, 3, 3, 2, 2, 4, 1, 2, 3]",0.8
backs,-0.2,0.4,"[0, 0, -1, 0, 0, 0, 0, -1, 0, 0]",0.475
lethargy,-1.4,0.91652,"[-1, 0, -2, -1, -2, 0, -2, -1, -3, -2]",0.325
doomed,-3.2,0.74833,"[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]",0.09999999999999998
smothers,-1.9,1.04403,"[-1, -1, -3, -1, -2, -3, 0, -2, -3, -3]",0.2625
excruciating,-3.3,0.9,"[-3, -4, -4, -4, -4, -4, -4, -2, -2, -2]",0.08750000000000002
strain,-0.2,0.9798,"[0, 0, -2, 0, -1, 2, 0, -1, 0, 0]",0.475
guilty,-1.8,0.6,"[-1, -2, -2, -3, -2, -2, -1, -2, -2, -1]",0.275
puke,-2.4,1.0198,"[-1, -3, -3, -2, -4, -4, -2, -1, -2, -2]",0.2
fighting,-1.5,1.11803,"[-1, -2, -3, -2, -2, -2, 0, -3, 0, 0]",0.3125
disillusioning,-1.3,1.00499,"[-2, -2, 1, -2, 0, -2, -2, -1, -1, -2]",0.3375
vigor,1.1,1.37477,"[0, 3, 2, 1, 2, 2, 0, 1, -2, 2]",0.6375
failed,-2.3,0.9,"[-2, -3, -1, -2, -2, -1, -3, -3, -4, -2]",0.21250000000000002
astounded,1.8,0.9798,"[1, 3, 0, 1, 2, 2, 3, 2, 1, 3]",0.725
joyfuller,2.4,0.66332,"[2, 4, 3, 2, 2, 2, 3, 2, 2, 2]",0.8
humerous,1.4,1.11355,"[-1, 2, 2, 3, 1, 1, 2, 0, 2, 2]",0.675
unethical,-2.3,0.78102,"[-3, -3, -1, -2, -2, -2, -3, -1, -3, -3]",0.21250000000000002
dumbwaiters,-0.1,0.3,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",0.4875
virtuosic,2.2,1.07703,"[2, 2, 4, 1, 0, 3, 3, 2, 2, 3]",0.775
rigidification,-1.1,0.9434,"[-1, -2, 0, 0, 0, -2, -2, -2, 0, -2]",0.3625
lies,-1.8,0.9798,"[-1, -1, -1, 0, -2, -3, -3, -2, -3, -2]",0.275
fad,0.9,0.83066,"[2, 0, 1, 1, 1, 0, 0, 2, 2, 0]",0.6125
denounces,-1.9,0.7,"[-1, -3, -2, -3, -2, -1, -2, -2, -2, -1]",0.2625
weirds,-0.6,0.4899,"[-1, -1, -1, 0, -1, 0, 0, -1, 0, -1]",0.425
sentimentality,1.2,1.46969,"[-2, 1, 1, 2, 2, 0, 4, 2, 1, 1]",0.65
snobby,-1.7,1.00499,"[-1, -1, -1, -3, -2, -2, 0, -3, -3, -1]",0.2875
joyridden,0.6,1.8,"[-2, -1, 4, 0, 0, 2, 1, -1, 0, 3]",0.575
disagreeablenesses,-1.9,0.9434,"[-2, 0, -3, -1, -2, -3, -2, -1, -3, -2]",0.2625
d:,1.2,0.87178,"[1, 1, 1, 2, 1, 1, 2, 2, -1, 2]",0.65
supporter,1.1,0.3,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0.6375
admirably,2.5,0.67082,"[2, 3, 3, 3, 4, 2, 2, 2, 2, 2]",0.8125
failing,-2.3,1.1,"[-2, -3, -3, -3, -4, -1, -2, -2, 0, -3]",0.21250000000000002
d-:,1.6,0.66332,"[1, 1, 1, 2, 2, 3, 1, 1, 2, 2]",0.7
ratified,0.6,0.4899,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",0.575
intellect,2.0,1.09545,"[2, 1, 4, 2, 1, 3, 2, 3, 0, 2]",0.75
admits,1.2,0.87178,"[1, 2, 2, 2, 0, 0, 1, 2, 0, 2]",0.65
brights,0.4,0.66332,"[0, 0, 2, 0, 0, 1, 0, 0, 1, 0]",0.55
passions,2.2,0.6,"[3, 3, 3, 2, 2, 1, 2, 2, 2, 2]",0.775
solemnified,-0.5,0.67082,"[0, 0, 0, 0, -1, -1, -1, 0, -2, 0]",0.4375
unhappy,-1.8,0.6,"[-2, -2, -1, -3, -2, -2, -2, -1, -2, -1]",0.275
optimise,1.9,0.83066,"[1, 2, 3, 2, 3, 3, 2, 1, 1, 1]",0.7375
perfectibility,1.8,1.249,"[4, 3, 3, 0, 1, 0, 1, 2, 2, 2]",0.725
weakly,-1.8,0.87178,"[-2, -2, -2, -2, -4, -1, -1, -1, -1, -2]",0.275
invigorated,0.8,1.8868,"[-2, 3, 2, 2, -2, -2, 2, 2, 1, 2]",0.6
dynamiter,-1.2,0.87178,"[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]",0.35
vibrant,2.4,0.8,"[2, 3, 1, 1, 3, 3, 3, 2, 3, 3]",0.8
compassion,2.0,0.7746,"[3, 2, 1, 1, 2, 1, 3, 2, 2, 3]",0.75
coward,-2.0,0.63246,"[-3, -3, -1, -2, -2, -1, -2, -2, -2, -2]",0.25
pricket,-0.5,0.67082,"[0, -1, -1, -2, 0, 0, 0, 0, -1, 0]",0.4375
stressors,-2.1,0.83066,"[-3, -2, -2, -2, -3, -1, -3, -1, -1, -3]",0.2375
mirth,2.6,0.66332,"[3, 3, 3, 2, 3, 3, 3, 2, 1, 3]",0.825
discontented,-1.8,0.9798,"[-1, -3, -1, -2, -4, -2, -1, -2, -1, -1]",0.275
solemnities,0.3,0.78102,"[0, 1, -1, 0, 0, 0, 2, 1, 0, 0]",0.5375
masochists,-1.2,1.07703,"[1, -2, 0, -2, -3, -1, -2, -1, -1, -1]",0.35
encouraging,2.4,0.66332,"[2, 3, 2, 3, 3, 2, 3, 2, 1, 3]",0.8
fulfill,1.9,1.04403,"[1, 1, 2, 4, 1, 1, 2, 1, 3, 3]",0.7375
wonderfulness,2.9,0.53852,"[3, 2, 3, 3, 3, 3, 3, 2, 4, 3]",0.8625
dumbfounders,-1.0,0.89443,"[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]",0.375
interrupter,-1.1,0.53852,"[-1, -2, -1, 0, -1, -1, -1, -1, -2, -1]",0.3625
doubting,-1.4,0.4899,"[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]",0.325
embarrasses,-1.7,0.78102,"[-2, -3, -1, -2, -1, -3, -2, -1, -1, -1]",0.2875
fought,-1.3,0.78102,"[-2, -1, -2, -1, 0, -1, -1, -1, -1, -3]",0.3375
teaselling,-0.2,0.4,"[0, 0, 0, 0, -1, 0, -1, 0, 0, 0]",0.475
ruined,-2.1,0.7,"[-3, -2, -2, -1, -2, -2, -3, -3, -1, -2]",0.2375
impotent,-1.1,0.3,"[-1, -1, -1, -2, -1, -1, -1, -1, -1, -1]",0.3625
succession,0.8,0.87178,"[2, 0, 1, 2, 0, 2, 1, 0, 0, 0]",0.6
resenting,-1.2,1.72047,"[-2, -1, -2, -2, -1, -3, -3, 2, 2, -2]",0.35
manipulating,-1.5,0.80623,"[-1, -1, -1, -2, -2, -1, -2, -2, -3, 0]",0.3125
prosecute,-1.7,1.00499,"[-2, -2, -2, -1, -1, -2, 0, -1, -4, -2]",0.2875
unequaled,0.5,1.80278,"[-2, 3, 0, 3, 3, 0, 0, 0, -2, 0]",0.5625
}:,-2.1,0.83066,"[-1, -1, -3, -2, -3, -2, -2, -1, -3, -3]",0.2375
libertines,0.4,1.35647,"[-1, 3, -1, -1, 1, 1, 1, 2, 0, -1]",0.55
neglectfully,-2.1,0.9434,"[-1, -3, -3, -1, -1, -2, -2, -2, -4, -2]",0.2375
foemen,-0.3,1.18743,"[0, 0, -1, 0, 0, -2, -2, -1, 2, 1]",0.4625
terrifying,-2.7,0.78102,"[-4, -3, -3, -2, -2, -2, -4, -2, -3, -2]",0.16249999999999998
deprival,-2.1,0.7,"[-1, -2, -2, -2, -1, -3, -3, -3, -2, -2]",0.2375
comfort,1.5,0.67082,"[1, 3, 1, 2, 1, 1, 2, 1, 1, 2]",0.6875
securities,1.2,0.6,"[1, 2, 2, 2, 1, 1, 1, 0, 1, 1]",0.65
loused,-1.0,0.7746,"[-1, -1, -1, -1, 0, 0, -2, 0, -2, -2]",0.375
inflamed,-1.4,1.28062,"[-2, -2, -1, -2, -2, -1, 2, -3, -2, -1]",0.325
lag,-1.4,0.66332,"[-1, -1, -1, -1, -1, -3, -1, -2, -2, -1]",0.325
brighten,1.9,0.7,"[2, 1, 1, 2, 3, 2, 1, 2, 2, 3]",0.7375
blessedest,2.8,0.87178,"[2, 4, 1, 4, 3, 3, 2, 3, 3, 3]",0.85
victimizing,-2.6,0.4899,"[-2, -3, -3, -3, -2, -3, -2, -3, -2, -3]",0.175
shitake,-0.3,1.26886,"[-4, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.4625
damning,-1.4,0.8,"[-1, -3, -1, -1, -1, -1, -3, -1, -1, -1]",0.325
exaggerates,-0.6,1.28062,"[-1, -1, -1, -1, -1, 1, 0, 2, -3, -1]",0.425
livelier,1.7,0.78102,"[2, 2, 1, 3, 1, 3, 2, 1, 1, 1]",0.7125
averts,-0.4,1.0198,"[-2, -2, -1, -1, 0, 0, 1, 0, 1, 0]",0.45
diffident,-1.0,0.44721,"[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]",0.375
libertinisms,1.2,1.249,"[0, 0, 3, 1, 1, 1, 4, 0, 1, 1]",0.65
freebase,-0.1,1.44568,"[2, 0, -2, 1, -3, 0, -1, 0, 1, 1]",0.4875
comfortably,1.8,0.74833,"[1, 2, 2, 1, 3, 3, 1, 2, 1, 2]",0.725
oppressive,-1.7,1.34536,"[-3, -2, -1, -2, -2, -2, -3, 2, -2, -2]",0.2875
biased,-1.1,0.83066,"[-2, -2, -1, -1, -1, -1, -1, 1, -2, -1]",0.3625
niggas,-1.4,2.2,"[-4, -3, 2, 1, -4, -2, 0, -1, 1, -4]",0.325
unbelievable,0.8,1.6,"[0, 0, 1, -2, 1, 3, 1, 0, 4, 0]",0.6
trustfully,1.5,0.67082,"[2, 1, 2, 1, 1, 3, 1, 2, 1, 1]",0.6875
euphoric,3.2,0.87178,"[3, 4, 3, 3, 3, 4, 4, 4, 1, 3]",0.9
harassment,-2.5,0.67082,"[-2, -3, -2, -2, -3, -2, -4, -3, -2, -2]",0.1875
dignitary,1.9,1.3,"[0, 3, 4, 2, 3, 1, 1, 3, 0, 2]",0.7375
unresearched,-1.1,0.7,"[-2, -1, -1, -1, -1, -2, -2, 0, 0, -1]",0.3625
idiotic,-2.6,0.91652,"[-3, -4, -2, -3, -2, -2, -4, -1, -3, -2]",0.175
unclear,-1.0,0.44721,"[-2, -1, 0, -1, -1, -1, -1, -1, -1, -1]",0.375
pressure,-1.2,0.6,"[-1, -1, -1, -1, -2, -2, -1, -2, 0, -1]",0.35
exciters,1.4,1.42829,"[1, 2, 0, 1, 2, 4, 0, -1, 3, 2]",0.675
rich,2.6,0.8,"[2, 3, 2, 4, 4, 3, 2, 2, 2, 2]",0.825
beneficialness,1.7,0.64031,"[2, 1, 2, 2, 1, 1, 2, 2, 1, 3]",0.7125
earnest,2.3,0.64031,"[3, 2, 3, 1, 2, 2, 2, 3, 3, 2]",0.7875
magnifical,2.4,1.28062,"[1, 4, 1, 2, 4, 3, 1, 1, 4, 3]",0.8
ache,-1.6,1.2,"[-1, -2, -2, -2, -1, -4, -1, 1, -2, -2]",0.3
grievously,-1.7,1.55242,"[-3, -1, -4, -2, -2, 1, -3, 1, -2, -2]",0.2875
valuing,1.4,0.91652,"[1, 0, 3, 2, 2, 2, 2, 0, 1, 1]",0.675
complainingly,-1.7,0.64031,"[-1, -2, -1, -2, -1, -2, -1, -2, -3, -2]",0.2875
problematic,-1.9,0.53852,"[-1, -2, -2, -2, -2, -3, -2, -1, -2, -2]",0.2625
annoys,-1.8,0.6,"[-1, -2, -3, -2, -2, -2, -1, -2, -1, -2]",0.275
distressed,-1.8,0.6,"[-2, -2, -2, -3, -2, -2, -1, -1, -2, -1]",0.275
harassing,-2.5,1.62788,"[-2, -4, -3, -4, -3, -3, 2, -2, -3, -3]",0.1875
freeman,1.7,0.78102,"[2, 2, 2, 1, 2, 0, 3, 1, 2, 2]",0.7125
conciliates,1.1,0.9434,"[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]",0.6375
doubter,-1.6,0.91652,"[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]",0.3
prospects,1.2,0.6,"[2, 1, 1, 1, 1, 0, 1, 2, 2, 1]",0.65
ineffectually,-1.1,0.9434,"[-1, -2, -2, -1, 0, -1, -2, -1, 1, -2]",0.3625
kissable,2.0,0.89443,"[2, 2, 2, 2, 4, 2, 3, 1, 1, 1]",0.75
complainants,-1.1,1.3,"[-2, -1, 0, -2, -3, -2, -1, 1, -2, 1]",0.3625
trueness,2.1,0.9434,"[2, 1, 1, 3, 3, 4, 2, 1, 2, 2]",0.7625
reaching,0.8,0.6,"[1, 0, 2, 0, 1, 0, 1, 1, 1, 1]",0.6
surefootedly,1.6,0.91652,"[1, 1, 2, 0, 2, 1, 3, 3, 1, 2]",0.7
launched,0.5,0.80623,"[2, 0, 0, 0, 0, 0, 0, 1, 2, 0]",0.5625
lucked,1.9,0.7,"[2, 2, 2, 1, 1, 2, 3, 3, 1, 2]",0.7375
destructive,-3.0,0.63246,"[-3, -4, -3, -2, -3, -3, -3, -2, -4, -3]",0.125
ineffectiveness,-1.3,0.45826,"[-1, -1, -2, -1, -1, -2, -1, -1, -2, -1]",0.3375
avid,1.2,0.87178,"[-1, 2, 2, 1, 1, 1, 2, 2, 1, 1]",0.65
defeatism,-1.3,1.00499,"[-1, -2, -2, -1, -1, -3, 1, -2, -1, -1]",0.3375
inadequate,-1.7,0.64031,"[-2, -1, -1, -3, -1, -1, -2, -2, -2, -2]",0.2875
disappear,-0.9,0.7,"[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]",0.3875
faithed,1.3,1.00499,"[3, 2, 1, 2, 1, 2, -1, 1, 1, 1]",0.6625
successfully,2.2,0.6,"[2, 2, 1, 2, 2, 2, 3, 3, 2, 3]",0.775
weakish,-1.2,0.4,"[-1, -2, -1, -1, -1, -1, -2, -1, -1, -1]",0.35
aversively,-0.8,1.53623,"[-3, -1, -2, -1, 1, -2, 2, -2, 1, -1]",0.4
ha,1.4,0.8,"[1, 0, 1, 1, 3, 2, 2, 1, 2, 1]",0.675
injured,-1.7,0.64031,"[-2, -1, -1, -1, -2, -1, -2, -2, -3, -2]",0.2875
ambitious,2.1,0.53852,"[2, 3, 2, 2, 2, 2, 2, 2, 3, 1]",0.7625
freeboard,0.3,0.64031,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 2]",0.5375
joker,0.5,0.92195,"[1, 1, -1, 1, 2, -1, 1, 1, 0, 0]",0.5625
wanker,-2.5,0.67082,"[-2, -3, -3, -2, -3, -3, -2, -1, -3, -3]",0.1875
kissing,2.7,0.78102,"[3, 3, 4, 1, 3, 2, 2, 3, 3, 3]",0.8375
grievances,-1.5,0.5,"[-2, -2, -1, -1, -2, -1, -1, -2, -2, -1]",0.3125
grouch,-2.2,0.87178,"[-2, -3, -3, -3, -2, -1, -3, -1, -1, -3]",0.22499999999999998
forbidding,-1.9,0.7,"[-3, -1, -1, -2, -2, -1, -3, -2, -2, -2]",0.2625
shyer,-0.8,0.6,"[-1, -1, -1, -1, 0, -1, 0, 0, -2, -1]",0.4
alert,1.2,0.87178,"[1, 2, 0, 1, 0, 2, 2, 0, 2, 2]",0.65
whines,-1.8,0.6,"[-2, -2, -2, -1, -2, -2, -3, -1, -2, -1]",0.275
aboard,0.1,0.3,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.5125
lamellibranchs,-0.1,0.3,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",0.4875
brightening,2.5,0.92195,"[2, 3, 2, 1, 2, 3, 4, 4, 2, 2]",0.8125
strangely,-1.2,0.87178,"[0, -1, -2, -2, 0, -3, -1, -1, -1, -1]",0.35
trickily,-0.8,0.74833,"[0, 1, -1, -1, -1, -1, -1, -1, -2, -1]",0.4
