sign,negative,positive,neutral,prediction
amorphously,0.1,0.7,"[-1, 0, 0, 0, 0, 0, 2, 0, 0, 0]",0.49513063
amorphousness,0.3,0.45826,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0.4565823
amort,-2.1,0.83066,"[-3, -1, -2, -2, -2, -2, -2, -4, -1, -2]",0.5464562
amortise,0.5,1.43178,"[0, 1, 1, 0, -3, 2, 0, 0, 2, 2]",0.58488184
amortised,-0.2,1.16619,"[-1, -3, 0, 0, 0, 2, 0, 0, 0, 0]",0.5268024
amortises,0.1,0.83066,"[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]",0.5647427
amortizable,0.5,1.0247,"[2, 0, 1, 0, 1, 1, -2, 1, 0, 1]",0.5615391
amortization,0.6,1.0198,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]",0.45881027
amortizations,0.2,1.07703,"[-1, 1, 0, 0, 1, 0, 2, 1, -2, 0]",0.46941072
amortize,-0.1,1.04403,"[0, 0, 0, 0, 2, -2, -1, 1, -1, 0]",0.53409594
amortized,0.8,0.74833,"[0, 2, 0, 0, 1, 1, 1, 0, 1, 2]",0.5255132
amortizes,0.6,0.8,"[0, 2, 0, 0, 1, 1, 0, 0, 0, 2]",0.5291494
amortizing,0.8,1.249,"[0, 3, 0, 0, 0, 0, 0, 0, 3, 2]",0.55897236
amusable,0.7,1.18743,"[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]",0.53428507
amuse,1.7,0.78102,"[1, 2, 1, 1, 2, 1, 1, 3, 3, 2]",0.47841734
amused,1.8,0.6,"[1, 2, 2, 2, 2, 2, 1, 2, 3, 1]",0.4856296
amusedly,2.2,0.74833,"[3, 3, 2, 2, 3, 2, 2, 3, 1, 1]",0.4900825
amusement,1.5,1.11803,"[3, 2, 3, 1, 2, 2, -1, 1, 1, 1]",0.6434946
amusements,1.5,1.0247,"[2, 1, 2, 1, 2, 2, 3, -1, 2, 1]",0.65432113
amuser,1.1,1.7,"[2, 1, -3, 2, 2, 3, -1, 1, 2, 2]",0.50043464
amusers,1.3,0.45826,"[1, 1, 2, 1, 2, 1, 2, 1, 1, 1]",0.53924084
amuses,1.7,0.64031,"[1, 2, 1, 2, 2, 2, 1, 2, 3, 1]",0.60733664
amusia,0.3,1.48661,"[0, -1, 1, -1, 2, 2, -1, -1, -1, 3]",0.5954094
amusias,-0.4,0.66332,"[-1, 0, 0, 1, 0, 0, -1, -1, -1, -1]",0.6175394
amusing,1.6,0.91652,"[2, 2, 2, -1, 2, 2, 1, 2, 2, 2]",0.6514267
amusingly,0.8,1.249,"[1, 2, 1, 1, 1, 2, 2, -2, -1, 1]",0.67071575
amusingness,1.8,0.6,"[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]",0.67629254
amusive,1.7,1.1,"[3, 1, 3, 1, 2, 2, 2, 2, -1, 2]",0.55153364
anger,-2.7,1.18743,"[-1, -2, -3, -2, -4, -4, -2, -1, -4, -4]",0.40732384
angered,-2.3,0.78102,"[-2, -3, -2, -4, -2, -2, -3, -2, -2, -1]",0.40457708
angering,-2.2,0.6,"[-3, -2, -1, -3, -2, -2, -3, -2, -2, -2]",0.36921996
angerly,-1.9,0.53852,"[-2, -2, -1, -1, -3, -2, -2, -2, -2, -2]",0.4419026
angers,-2.3,0.9,"[-3, -1, -2, -3, -2, -2, -4, -1, -3, -2]",0.42650777
angrier,-2.3,0.64031,"[-2, -3, -2, -3, -1, -3, -2, -3, -2, -2]",0.3690015
angriest,-3.1,0.83066,"[-4, -3, -2, -2, -2, -4, -3, -4, -4, -3]",0.37645295
angrily,-1.8,0.4,"[-2, -1, -2, -2, -2, -1, -2, -2, -2, -2]",0.43564186
angriness,-1.7,0.64031,"[-2, 0, -2, -2, -1, -2, -2, -2, -2, -2]",0.59466225
angry,-2.3,0.9,"[-2, -2, -1, -3, -1, -2, -4, -2, -3, -3]",0.43578258
anguish,-2.9,0.83066,"[-3, -3, -2, -3, -4, -1, -3, -3, -4, -3]",0.45966738
anguished,-1.8,1.4,"[-3, -4, -1, -3, -2, -1, -1, 1, -1, -3]",0.45285255
anguishes,-2.1,1.44568,"[-4, -4, -2, -3, 1, -2, -1, -1, -2, -3]",0.44449687
anguishing,-2.7,0.9,"[-2, -2, -1, -3, -2, -4, -4, -3, -3, -3]",0.46638688
animosity,-1.9,1.75784,"[-2, -3, -3, -3, -2, 2, 1, -3, -3, -3]",0.44488233
annoy,-1.9,0.53852,"[-2, -2, -1, -2, -2, -1, -2, -2, -2, -3]",0.29161525
annoyance,-1.3,1.55242,"[-2, -3, -2, -2, -1, 1, -3, -2, 2, -1]",0.35012943
annoyances,-1.8,0.6,"[-2, -2, -2, -1, -1, -2, -3, -1, -2, -2]",0.3184407
annoyed,-1.6,1.11355,"[-3, -1, 1, -3, -1, -1, -2, -2, -2, -2]",0.2747432
annoyer,-2.2,0.87178,"[-3, -2, -1, -3, -2, -4, -2, -1, -2, -2]",0.27893203
annoyers,-1.5,1.0247,"[-2, -1, -2, -3, -2, -1, -1, -2, 1, -2]",0.28454953
annoying,-1.7,0.64031,"[-1, -2, -1, -2, -1, -1, -2, -2, -3, -2]",0.24561213
annoys,-1.8,0.6,"[-1, -2, -3, -2, -2, -2, -1, -2, -1, -2]",0.20893362
antagonism,-1.9,1.04403,"[-1, -1, -3, -2, -4, -2, -2, 0, -2, -2]",0.43400463
antagonisms,-1.2,1.53623,"[0, -2, -2, -2, -2, -2, 3, -2, -1, -2]",0.41479564
antagonist,-1.9,0.7,"[-3, -1, -2, -3, -2, -2, -1, -2, -2, -1]",0.43210936
antagonistic,-1.7,0.9,"[-2, -2, -2, 1, -2, -2, -2, -2, -2, -2]",0.39360046
antagonistically,-2.2,0.87178,"[-2, -3, -4, -2, -2, -3, -2, -2, -1, -1]",0.37619653
antagonists,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -2, -3, -1, -2]",0.46328312
antagonize,-2.0,0.44721,"[-2, -2, -2, -3, -2, -1, -2, -2, -2, -2]",0.38491338
antagonized,-1.4,0.66332,"[-2, -1, -2, -2, -1, 0, -2, -1, -1, -2]",0.3886802
antagonizes,-0.5,1.9105,"[-2, 4, -2, -2, 1, 0, -2, 1, -1, -2]",0.42444643
antagonizing,-2.7,0.64031,"[-4, -2, -2, -3, -2, -3, -3, -2, -3, -3]",0.39938083
anti,-1.3,0.78102,"[0, -2, -3, -1, -1, -2, -1, -1, -1, -1]",0.47934136
anticipation,0.4,1.28062,"[1, 1, -1, 0, -1, 1, 1, 2, -2, 2]",0.5975984
anxieties,-0.6,1.85472,"[-2, -3, -3, -2, -1, 2, -1, 1, 1, 2]",0.41836682
anxiety,-0.7,2.1,"[-2, -2, -2, -3, 3, -1, -3, 2, 2, -1]",0.33096865
anxious,-1.0,0.44721,"[-1, -2, -1, -1, 0, -1, -1, -1, -1, -1]",0.39620873
anxiously,-0.9,0.83066,"[-1, -1, -2, -1, -1, -1, -1, 0, 1, -2]",0.42354318
anxiousness,-1.0,1.48324,"[-2, -1, -1, -1, -1, -2, 3, -3, -1, -1]",0.37174246
aok,2.0,0.89443,"[2, 3, 2, 1, 2, 1, 1, 4, 2, 2]",0.5477497
apathetic,-1.2,0.87178,"[-1, -1, 0, -2, -2, -1, -1, 0, -3, -1]",0.40680903
apathetically,-0.4,1.28062,"[-1, -1, 0, -1, -2, 2, -1, -1, 2, -1]",0.40470818
apathies,-0.6,1.0198,"[-1, -1, -1, -2, 0, 1, -1, -2, 1, 0]",0.5762616
apathy,-1.2,1.32665,"[-2, -2, -1, 1, -1, -3, -1, 1, -1, -3]",0.4618841
apeshit,-0.9,2.21133,"[-4, -3, 2, -3, -2, -3, 1, 0, 2, 1]",0.5484503
apocalyptic,-3.4,0.66332,"[-4, -2, -3, -4, -3, -4, -4, -3, -3, -4]",0.55016524
apologise,1.6,0.66332,"[2, 3, 2, 2, 1, 1, 2, 1, 1, 1]",0.50568837
apologised,0.4,0.91652,"[-1, 0, 2, 0, 0, 1, 0, 2, 0, 0]",0.5378783
apologises,0.8,1.07703,"[2, 0, 2, 0, 0, 1, 0, 3, 0, 0]",0.53677154
apologising,0.2,1.6,"[0, -1, -1, 2, 2, 1, -2, -1, 3, -1]",0.45479497
apologize,0.4,0.8,"[1, -1, 0, 1, 1, 1, -1, 1, 0, 1]",0.5231281
apologized,1.3,0.64031,"[1, 1, 1, 2, 0, 2, 1, 2, 2, 1]",0.5246758
apologizes,1.5,0.80623,"[2, 1, 1, 2, 0, 2, 1, 2, 3, 1]",0.5574502
apologizing,-0.3,1.34536,"[1, 2, -1, 1, -1, 0, -3, 0, -1, -1]",0.5248866
apology,0.2,1.249,"[1, 1, 1, 1, -1, 1, -1, -1, -2, 2]",0.55434245
appall,-2.4,0.66332,"[-3, -2, -2, -3, -2, -3, -1, -3, -2, -3]",0.55784094
appalled,-2.0,0.63246,"[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]",0.47245252
appalling,-1.5,1.5,"[-2, -4, 1, -1, 1, -1, -2, -3, -2, -2]",0.5781581
appallingly,-2.0,1.67332,"[-3, -2, 0, -2, 2, -3, -4, -3, -2, -3]",0.5864748
appalls,-1.9,1.37477,"[0, -3, -2, -3, -3, -2, -1, -3, 1, -3]",0.54543126
appease,1.1,0.9434,"[1, 1, 1, -1, 2, 0, 1, 2, 2, 2]",0.6023527
appeased,0.9,0.53852,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]",0.58622193
appeases,0.9,0.53852,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]",0.5284197
appeasing,1.0,1.09545,"[1, 2, -1, 1, 2, 1, 2, 2, 1, -1]",0.52277374
applaud,2.0,0.63246,"[3, 2, 2, 2, 1, 2, 3, 1, 2, 2]",0.56114614
applauded,1.5,0.5,"[2, 2, 1, 2, 2, 2, 1, 1, 1, 1]",0.66080964
applauding,2.1,0.83066,"[2, 2, 4, 1, 2, 2, 2, 1, 2, 3]",0.55241954
applauds,1.4,0.66332,"[1, 1, 2, 1, 3, 1, 1, 1, 2, 1]",0.5547494
applause,1.8,0.6,"[2, 1, 1, 2, 3, 2, 1, 2, 2, 2]",0.6712152
appreciate,1.7,0.78102,"[2, 1, 2, 1, 1, 3, 1, 2, 3, 1]",0.8028356
appreciated,2.3,0.78102,"[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]",0.8200043
appreciates,2.3,0.9,"[3, 1, 3, 1, 2, 4, 2, 3, 2, 2]",0.79914814
appreciating,1.9,0.7,"[1, 1, 2, 2, 2, 2, 1, 3, 2, 3]",0.75107366
appreciation,2.3,0.9,"[3, 3, 2, 1, 1, 3, 3, 1, 3, 3]",0.80162483
appreciations,1.7,0.78102,"[3, 2, 1, 2, 2, 1, 3, 1, 1, 1]",0.76753515
appreciative,2.6,0.8,"[3, 3, 3, 2, 1, 3, 4, 2, 2, 3]",0.7716522
appreciatively,1.8,0.6,"[2, 2, 2, 2, 2, 1, 3, 2, 1, 1]",0.75002736
appreciativeness,1.6,0.8,"[2, 1, 1, 2, 1, 1, 3, 3, 1, 1]",0.7845607
appreciator,2.6,0.8,"[2, 3, 2, 3, 3, 2, 1, 3, 4, 3]",0.74926734
appreciators,1.5,0.80623,"[1, 3, 1, 3, 1, 1, 2, 1, 1, 1]",0.7468953
appreciatory,1.7,0.78102,"[1, 2, 1, 3, 1, 3, 2, 2, 1, 1]",0.76548815
apprehensible,1.1,1.04403,"[2, 0, -1, 3, 1, 2, 1, 1, 1, 1]",0.49655843
apprehensibly,-0.2,1.16619,"[0, 0, -1, 2, -1, 2, -1, -1, -1, -1]",0.472829
apprehension,-2.1,0.83066,"[-1, -2, -2, -1, -2, -3, -3, -3, -1, -3]",0.43426335
apprehensions,-0.9,1.04403,"[-1, -1, -1, -1, -2, -2, -1, -1, -1, 2]",0.45059296
apprehensively,-0.3,1.18743,"[-1, -1, -1, 0, 1, -2, -1, 1, -1, 2]",0.39113578
apprehensiveness,-0.7,0.9,"[-1, 1, -1, -1, 1, -1, -2, -1, -1, -1]",0.40094867
approval,2.1,0.53852,"[2, 2, 2, 2, 2, 1, 3, 3, 2, 2]",0.64266723
approved,1.8,0.6,"[1, 1, 1, 2, 3, 2, 2, 2, 2, 2]",0.6805488
approves,1.7,0.64031,"[1, 1, 1, 2, 3, 2, 2, 2, 2, 1]",0.7055307
ardent,2.1,0.7,"[3, 3, 2, 2, 3, 1, 2, 2, 1, 2]",0.52853197
arguable,-1.0,0.63246,"[-1, -1, -2, -1, -1, -2, 0, 0, -1, -1]",0.49367172
arguably,-1.0,1.09545,"[0, -2, 0, -2, 0, 1, -1, -2, -2, -2]",0.48859787
argue,-1.4,0.66332,"[-1, -2, -1, -3, -2, -1, -1, -1, -1, -1]",0.36754623
argued,-1.5,0.5,"[-2, -2, -1, -1, -1, -1, -2, -2, -2, -1]",0.34415394
arguer,-1.6,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]",0.3654321
arguers,-1.4,0.4899,"[-2, -1, -1, -2, -1, -1, -2, -2, -1, -1]",0.39178392
argues,-1.6,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]",0.33739874
arguing,-2.0,0.63246,"[-3, -3, -1, -1, -2, -2, -2, -2, -2, -2]",0.32345226
argument,-1.5,0.80623,"[-3, -1, -1, -1, -1, -2, 0, -2, -2, -2]",0.39983824
argumentative,-1.5,0.67082,"[-3, -2, -1, -1, -1, -1, -1, -2, -2, -1]",0.34159538
argumentatively,-1.8,0.9798,"[-4, -2, -1, -1, -3, -1, -2, -2, -1, -1]",0.34640226
argumentive,-1.5,0.80623,"[-3, -2, -2, -1, 0, -1, -1, -1, -2, -2]",0.4574111
arguments,-1.7,0.64031,"[-1, -1, -2, -2, -2, -3, -2, -1, -1, -2]",0.43439132
arrest,-1.4,1.42829,"[-1, 0, -1, 0, -2, -3, 0, -4, -3, 0]",0.3069062
arrested,-2.1,1.04403,"[-2, -2, -2, -1, -1, -4, -1, -4, -2, -2]",0.3033964
arrests,-1.9,0.83066,"[-4, -2, -1, -1, -1, -2, -2, -2, -2, -2]",0.34553584
arrogance,-2.4,0.66332,"[-3, -2, -2, -3, -1, -2, -3, -3, -2, -3]",0.38405782
arrogances,-1.9,0.53852,"[-1, -2, -3, -2, -2, -2, -2, -1, -2, -2]",0.42426884
arrogant,-2.2,0.6,"[-2, -2, -2, -3, -2, -3, -3, -2, -1, -2]",0.36290807
arrogantly,-1.8,1.4,"[-3, -2, 2, -3, -1, -3, -2, -2, -2, -2]",0.35124466
ashamed,-2.1,1.3,"[-3, -3, -3, -2, -2, 1, -2, -4, -1, -2]",0.36463377
ashamedly,-1.7,0.64031,"[-2, -2, -2, -1, -2, -3, -1, -2, -1, -1]",0.329842
ass,-2.5,1.43178,"[-4, -1, -2, -1, -3, 0, -2, -4, -4, -4]",0.45664397
assassination,-2.9,0.9434,"[-2, -4, -4, -3, -3, -4, -2, -3, -3, -1]",0.29835954
assassinations,-2.7,1.34536,"[-4, -2, -3, -2, -3, -1, -4, -4, 0, -4]",0.3406607
assault,-2.8,0.9798,"[-3, -4, -2, -2, -4, -3, -1, -3, -2, -4]",0.2611863
assaulted,-2.4,1.28062,"[-3, -3, 1, -3, -3, -3, -1, -3, -3, -3]",0.24756704
assaulting,-2.3,1.1,"[-4, -3, -2, -1, -2, -1, -1, -4, -3, -2]",0.20053269
assaultive,-2.8,0.87178,"[-3, -4, -2, -4, -3, -2, -3, -1, -3, -3]",0.27188492
assaults,-2.5,0.92195,"[-1, -3, -3, -3, -4, -3, -1, -2, -2, -3]",0.28238752
asset,1.5,0.80623,"[2, 1, 1, 3, 2, 0, 2, 2, 1, 1]",0.5457177
assets,0.7,1.00499,"[0, 0, 1, 3, 0, 1, 0, 0, 2, 0]",0.50162643
assfucking,-2.5,1.43178,"[-3, -3, 0, -3, 0, -2, -4, -4, -4, -2]",0.33767226
assholes,-2.8,0.74833,"[-3, -3, -3, -3, -4, -3, -2, -3, -1, -3]",0.25896683
assurance,1.4,0.4899,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]",0.6053405
assurances,1.4,0.4899,"[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]",0.5505681
assure,1.4,0.4899,"[1, 1, 1, 1, 2, 1, 1, 2, 2, 2]",0.55051434
assured,1.5,0.67082,"[1, 1, 2, 1, 1, 3, 2, 1, 2, 1]",0.56178856
assuredly,1.6,0.66332,"[1, 1, 1, 3, 2, 2, 2, 1, 2, 1]",0.56061673
assuredness,1.4,0.8,"[2, 2, 2, 1, 1, 0, 2, 0, 2, 2]",0.5791089
assurer,0.9,1.13578,"[2, 1, 0, 1, -2, 2, 2, 1, 1, 1]",0.5107712
assurers,1.1,0.9434,"[2, 0, 0, 1, 3, 2, 0, 1, 1, 1]",0.49656942
assures,1.3,0.45826,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]",0.53205574
assurgent,1.3,0.9,"[2, 1, 0, 0, 1, 2, 1, 2, 3, 1]",0.51935756
assuring,1.6,0.66332,"[1, 2, 2, 3, 1, 1, 1, 1, 2, 2]",0.50279355
assuror,0.5,0.67082,"[0, 1, 0, 1, 2, 0, 0, 1, 0, 0]",0.4884223
assurors,0.7,1.34536,"[2, -1, 0, 2, 0, -2, 2, 1, 1, 2]",0.48754457
astonished,1.6,0.8,"[3, 1, 0, 2, 2, 1, 2, 2, 1, 2]",0.61714894
astound,1.7,1.26886,"[2, 2, 2, 2, 0, 3, 4, 0, 0, 2]",0.6429053
astounded,1.8,0.9798,"[1, 3, 0, 1, 2, 2, 3, 2, 1, 3]",0.5012806
astounding,1.8,1.4,"[3, 4, 2, 0, 1, 2, -1, 3, 2, 2]",0.6968969
astoundingly,2.1,1.44568,"[3, 0, 4, 1, 4, 3, 1, 3, 0, 2]",0.6229197
astounds,2.1,1.22066,"[3, 3, 1, 0, 3, 2, 3, 3, 0, 3]",0.6178962
attachment,1.2,0.9798,"[2, 0, 1, 2, 3, 1, 1, 2, 0, 0]",0.492018
attachments,1.1,0.7,"[1, 1, 2, 0, 2, 1, 2, 0, 1, 1]",0.50399077
attack,-2.1,0.83066,"[-1, -3, -2, -3, -3, -1, -2, -1, -2, -3]",0.23544289
attacked,-2.0,1.78885,"[-2, 3, -2, -2, -3, -3, -3, -4, -2, -2]",0.27444986
attacker,-2.7,0.9,"[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]",0.2568716
attackers,-2.7,0.64031,"[-3, -3, -3, -2, -3, -3, -4, -2, -2, -2]",0.25646785
attacking,-2.0,0.89443,"[-3, -1, -1, -3, -3, -1, -3, -1, -2, -2]",0.24775577
attacks,-1.9,0.9434,"[-2, -2, 0, -2, -2, -2, -1, -4, -2, -2]",0.25670275
attract,1.5,0.92195,"[1, 3, 1, 1, 3, 1, 1, 2, 0, 2]",0.59988374
attractancy,0.9,0.7,"[1, 0, 2, 1, 0, 2, 1, 1, 0, 1]",0.6276059
attractant,1.3,0.9,"[0, 1, 0, 1, 1, 2, 3, 2, 1, 2]",0.62490404
attractants,1.4,0.8,"[1, 1, 0, 2, 2, 2, 3, 1, 1, 1]",0.5870396
attracted,1.8,0.6,"[1, 3, 1, 2, 2, 2, 2, 2, 2, 1]",0.7191311
attracting,2.1,0.83066,"[3, 1, 2, 2, 3, 1, 1, 3, 2, 3]",0.6261964
attraction,2.0,0.7746,"[2, 2, 1, 1, 2, 3, 3, 2, 3, 1]",0.7044085
attractions,1.8,0.87178,"[1, 3, 0, 2, 2, 2, 2, 3, 1, 2]",0.6859587
attractive,1.9,0.53852,"[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]",0.7283786
attractively,2.2,0.6,"[3, 2, 2, 3, 2, 2, 2, 3, 1, 2]",0.7237897
attractiveness,1.8,1.16619,"[3, 2, 2, 1, 4, 2, 0, 0, 2, 2]",0.74931663
attractivenesses,2.1,0.7,"[2, 1, 2, 3, 2, 3, 3, 1, 2, 2]",0.7286177
attractor,1.2,1.16619,"[1, 1, 2, 2, 2, -2, 2, 1, 2, 1]",0.57025707
attractors,1.2,0.87178,"[1, 1, 2, 2, 0, 1, 3, 1, 0, 1]",0.5533771
attracts,1.7,1.00499,"[2, 1, 2, 0, 2, 4, 2, 1, 1, 2]",0.59490097
audacious,0.9,2.02237,"[3, -1, -2, 2, 1, 2, -3, 2, 2, 3]",0.5044832
authority,0.3,0.64031,"[0, 0, 0, 1, 0, 0, 2, 0, 0, 0]",0.5460703
aversion,-1.9,1.04403,"[-3, -3, -1, -2, 0, -3, -1, -2, -1, -3]",0.5067003
aversions,-1.1,1.13578,"[-2, -1, -2, -2, -2, 1, -1, -2, 1, -1]",0.51033115
aversive,-1.6,0.66332,"[-2, -1, -1, -1, -2, -2, -1, -2, -3, -1]",0.50519603
aversively,-0.8,1.53623,"[-3, -1, -2, -1, 1, -2, 2, -2, 1, -1]",0.5087659
avert,-0.7,0.78102,"[-1, 0, -2, -1, -1, 1, -1, 0, -1, -1]",0.5174291
averted,-0.3,1.00499,"[-1, 1, 0, 0, 1, 0, -2, 0, 0, -2]",0.5657217
averts,-0.4,1.0198,"[-2, -2, -1, -1, 0, 0, 1, 0, 1, 0]",0.53626055
avid,1.2,0.87178,"[-1, 2, 2, 1, 1, 1, 2, 2, 1, 1]",0.57651347
avoid,-1.2,0.6,"[-1, -1, -1, -1, -2, -2, -1, -2, 0, -1]",0.40682107
avoidance,-1.7,0.45826,"[-2, -2, -1, -1, -1, -2, -2, -2, -2, -2]",0.44264108
avoidances,-1.1,0.53852,"[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]",0.48360252
avoided,-1.4,0.4899,"[-2, -1, -2, -1, -1, -1, -2, -1, -2, -1]",0.38093543
avoider,-1.8,0.6,"[-2, -1, -3, -1, -2, -2, -2, -1, -2, -2]",0.5170013
avoiders,-1.4,0.66332,"[-2, -2, -1, -2, -1, -1, 0, -1, -2, -2]",0.43120915
avoiding,-1.4,0.91652,"[-2, 1, -2, -2, -1, -2, -1, -1, -2, -2]",0.3639293
avoids,-0.7,0.45826,"[-1, -1, -1, -1, -1, -1, 0, 0, 0, -1]",0.4500052
await,0.4,0.4899,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",0.5867673
awaited,-0.1,0.83066,"[1, 0, 0, 0, 1, -1, 0, 0, -2, 0]",0.57897055
awaits,0.3,0.78102,"[0, 0, 0, 1, 2, 1, 0, 0, -1, 0]",0.57417
award,2.5,0.92195,"[2, 1, 1, 3, 3, 2, 4, 3, 3, 3]",0.61669505
awardable,2.4,0.8,"[3, 3, 3, 1, 3, 1, 2, 3, 2, 3]",0.68522155
awarded,1.7,0.78102,"[2, 0, 1, 3, 2, 2, 2, 1, 2, 2]",0.64782256
awardee,1.8,0.6,"[2, 2, 1, 3, 2, 2, 1, 1, 2, 2]",0.6285614
awardees,1.2,0.74833,"[1, 1, 1, 1, 0, 1, 1, 1, 3, 2]",0.6327958
awarder,0.9,1.04403,"[2, 0, 1, 3, 0, 2, 1, 0, 0, 0]",0.60144764
awarders,1.3,1.18743,"[2, 1, 0, 2, 2, 0, 0, 4, 1, 1]",0.6119409
awarding,1.9,0.7,"[3, 2, 1, 2, 1, 2, 3, 1, 2, 2]",0.6027676
awards,2.0,0.44721,"[2, 2, 2, 2, 1, 2, 2, 3, 2, 2]",0.6335077
awesome,3.1,0.83066,"[3, 4, 2, 3, 2, 2, 4, 4, 4, 3]",0.84622586
awful,-2.0,2.04939,"[-2, -2, -3, -3, -2, -3, 4, -3, -3, -3]",0.5843582
awkward,-0.6,1.56205,"[-2, -1, -1, -1, -1, -1, -1, -1, 4, -1]",0.40259793
awkwardly,-1.3,0.45826,"[-1, -1, -2, -1, -1, -1, -1, -2, -2, -1]",0.45313302
awkwardness,-0.7,1.41774,"[-1, -2, -2, -1, -2, 2, -1, -1, 2, -1]",0.3892237
axe,-0.4,0.8,"[-2, 0, 0, 0, 0, 0, -1, -1, -1, 1]",0.49316636
axed,-1.3,0.78102,"[-1, -2, 0, -3, -1, -2, -1, -1, -1, -1]",0.39105156
backed,0.1,0.3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.4657722
backing,0.1,0.83066,"[1, 1, -1, 0, 0, 0, -1, 1, -1, 1]",0.45539257
backs,-0.2,0.4,"[0, 0, -1, 0, 0, 0, 0, -1, 0, 0]",0.53395814
bad,-2.5,0.67082,"[-3, -2, -4, -3, -2, -2, -3, -2, -2, -2]",0.38234398
badass,1.4,1.26491,"[1, 3, 2, 0, -1, 1, 3, 2, 1, 2]",0.49972692
badly,-2.1,0.7,"[-2, -3, -2, -1, -3, -2, -3, -2, -1, -2]",0.37301782
bailout,-0.4,1.35647,"[-1, 0, 0, 2, -2, -1, -2, 2, -1, -1]",0.47968546
bamboozle,-1.5,1.0247,"[-3, -2, -2, -1, -2, -2, 1, -1, -1, -2]",0.5443639
bamboozled,-1.5,1.11803,"[-1, 0, -2, -4, -2, -1, -2, -1, 0, -2]",0.5105139
bamboozles,-1.5,1.0247,"[-1, 0, -2, -4, -2, -1, -2, -1, -1, -1]",0.512789
ban,-2.6,1.0198,"[-4, -3, -4, -3, -2, -1, -3, -2, -1, -3]",0.42601615
banish,-1.9,0.9434,"[-2, -2, -2, -2, -1, -3, -1, -1, -1, -4]",0.37178132
bankrupt,-2.6,1.0198,"[-4, -4, -2, -2, -4, -3, -2, -2, -1, -2]",0.2732414
bankster,-2.1,0.53852,"[-3, -1, -2, -2, -2, -2, -2, -3, -2, -2]",0.49772498
banned,-2.0,1.0,"[-2, -1, -1, -1, -2, -2, -4, -3, -3, -1]",0.38204867
bargain,0.8,1.16619,"[1, 1, 1, 1, 0, 1, 2, 3, -1, -1]",0.5476126
barrier,-0.5,0.92195,"[-2, 0, 0, -2, -1, -1, 1, 0, 0, 0]",0.47820526
bashful,-0.1,1.13578,"[-1, 2, -1, 0, -1, 2, 0, 0, -1, -1]",0.6209115
bashfully,0.2,0.9798,"[0, 0, 0, -1, 1, 1, 1, 1, -2, 1]",0.6399463
bashfulness,-0.8,0.9798,"[-2, -1, 1, 1, -1, -2, -1, -1, -1, -1]",0.6511433
bastard,-2.5,0.67082,"[-2, -4, -2, -3, -2, -2, -3, -3, -2, -2]",0.53256315
bastardies,-1.8,0.87178,"[-2, -1, -3, -2, -2, -2, -1, 0, -2, -3]",0.5922272
bastardise,-2.1,0.83066,"[-2, -1, -4, -2, -2, -3, -2, -2, -2, -1]",0.562251
bastardised,-2.3,0.9,"[-3, -2, -3, -1, -2, -3, -4, -1, -2, -2]",0.5429126
bastardises,-2.3,1.18743,"[-1, -4, -2, -3, -3, 0, -2, -4, -2, -2]",0.5485421
bastardising,-2.6,0.8,"[-3, -2, -3, -2, -2, -1, -3, -4, -3, -3]",0.577809
bastardization,-2.4,1.28062,"[-1, -3, -4, -4, -2, -2, -2, 0, -2, -4]",0.5948132
bastardizations,-2.1,0.7,"[-2, -1, -3, -3, -2, -2, -3, -1, -2, -2]",0.5904526
bastardize,-2.4,0.66332,"[-2, -2, -3, -2, -2, -3, -4, -2, -2, -2]",0.56373274
bastardized,-2.0,0.7746,"[-2, -1, -1, -2, -3, -2, -3, -2, -1, -3]",0.5931053
bastardizes,-1.8,0.87178,"[-2, -1, -1, -2, -2, -2, -3, -3, 0, -2]",0.5755326
bastardizing,-2.3,0.9,"[-2, -2, -1, -4, -3, -2, -1, -2, -3, -3]",0.58331
bastardly,-2.7,0.64031,"[-3, -3, -2, -2, -3, -2, -2, -4, -3, -3]",0.5941924
bastards,-3.0,0.63246,"[-4, -2, -3, -3, -4, -3, -3, -3, -3, -2]",0.6136732
bastardy,-2.7,1.1,"[-4, -3, -2, -2, -4, -3, -3, -3, -3, 0]",0.5967998
