sign,negative,positive,neutral,predicted,loss
peaceableness,1.8,1.16619,"[2, 2, 4, 2, 2, 2, 2, 1, 2, -1]",1.7623935,0.03760652542114262
bitterness,-1.7,0.45826,"[-2, -2, -1, -2, -1, -2, -1, -2, -2, -2]",-1.7378519,0.03785185813903813
cheerly,2.4,0.66332,"[2, 2, 3, 2, 2, 3, 4, 2, 2, 2]",2.3620634,0.03793659210205069
treasurer,0.5,0.67082,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 2]",0.5381241,0.03812408447265625
warmongering,-2.5,0.67082,"[-2, -3, -3, -1, -2, -3, -3, -2, -3, -3]",-2.5382595,0.03825950622558594
tranquillizers,-0.2,0.74833,"[0, 0, 0, -2, 1, 0, 0, 0, -1, 0]",-0.23873568,0.03873567581176757
blocks,-0.9,1.13578,"[-1, 0, -1, -2, -2, -2, -1, -1, 2, -1]",-0.8609705,0.039029502868652366
grievous,-2.0,1.84391,"[-3, -4, -2, -3, -1, 3, -2, -3, -2, -3]",-2.0390697,0.03906965255737305
feudally,-0.6,0.66332,"[0, 0, -1, -1, 0, -1, 0, -1, -2, 0]",-0.56089544,0.03910455703735349
wises,1.3,1.48661,"[3, 3, 2, -2, 2, 0, 0, 2, 2, 1]",1.3391385,0.039138507843017534
barrier,-0.5,0.92195,"[-2, 0, 0, -2, -1, -1, 1, 0, 0, 0]",-0.5391388,0.0391387939453125
disoriented,-1.5,0.67082,"[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]",-1.5393367,0.0393366813659668
peacefuller,1.9,0.7,"[2, 2, 2, 1, 3, 3, 2, 2, 1, 1]",1.8606567,0.03934326171874991
worship,1.2,1.07703,"[1, 0, 0, 1, 3, 0, 2, 3, 1, 1]",1.1603446,0.03965539932250972
dissatisfy,-2.2,0.6,"[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]",-2.240261,0.0402610778808592
panicky,-1.5,0.67082,"[-2, -2, -1, -1, -1, -1, -1, -2, -3, -1]",-1.4594805,0.04051947593688965
embarrassingly,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]",-1.7406447,0.040644693374633833
insensitivity,-1.8,0.6,"[-2, -2, -1, -3, -2, -2, -1, -2, -1, -2]",-1.8407488,0.04074878692626949
shakeable,-0.3,1.00499,"[2, -1, 0, 0, -1, -2, 0, 0, -1, 0]",-0.25910044,0.04089956283569335
pessimists,-1.0,1.26491,"[-1, 1, -1, 0, -2, -2, -2, -3, -1, 1]",-0.9590101,0.04098987579345703
conflict,-1.3,0.45826,"[-2, -2, -1, -2, -1, -1, -1, -1, -1, -1]",-1.2589569,0.041043090820312544
drags,-0.7,0.64031,"[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]",-0.7410922,0.041092205047607466
stealers,-2.2,0.74833,"[-2, -2, -2, -4, -2, -2, -3, -1, -2, -2]",-2.241158,0.041158008575439275
suspected,-0.9,1.13578,"[-1, 0, -1, -2, -1, -1, -2, 2, -2, -1]",-0.9412637,0.04126367568969724
pitifuller,-1.8,1.07703,"[-1, -1, -2, -3, -4, 0, -2, -2, -1, -2]",-1.8416662,0.0416662216186523
cornered,-1.1,0.83066,"[-1, -1, -3, -1, 0, -1, 0, -1, -2, -1]",-1.141685,0.04168500900268546
defiant,-0.9,1.44568,"[-1, -2, -1, 2, 1, -2, 0, -1, -3, -2]",-0.9419627,0.041962718963623025
problematic,-1.9,0.53852,"[-1, -2, -2, -2, -2, -3, -2, -1, -2, -2]",-1.8579385,0.042061471939086825
forbiddances,-1.0,2.0,"[-2, 3, 1, -2, -4, -2, -3, -1, -1, 1]",-0.9579153,0.042084693908691406
prisoners,-2.3,0.78102,"[-3, -2, -3, -3, -1, -3, -2, -1, -2, -3]",-2.3422534,0.04225344657897967
readiness,1.0,0.63246,"[1, 1, 1, 1, 0, 1, 2, 1, 2, 0]",1.0425086,0.042508602142333984
accused,-1.2,1.46969,"[-2, -1, -2, 2, -2, -3, -2, -2, -1, 1]",-1.1574559,0.04254407882690425
domination,-0.2,0.9798,"[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]",-0.15742016,0.04257984161376954
borers,-1.2,0.9798,"[-1, 0, -2, -1, -1, -3, -2, 0, -2, 0]",-1.2426076,0.042607593536377
worth,0.9,0.9434,"[0, 0, 1, 1, 2, 1, 1, 3, 0, 0]",0.8571315,0.042868518829345725
confusions,-0.9,1.04403,"[-1, -2, -1, -1, -1, 2, -2, -1, -1, -1]",-0.8570466,0.04295339584350588
interestingly,1.7,0.45826,"[2, 2, 2, 1, 2, 1, 1, 2, 2, 2]",1.6570005,0.04299945831298824
nah,-0.4,1.28062,"[0, 0, 1, -1, -3, -1, 0, 2, -1, -1]",-0.44343615,0.04343614578247068
tricker,-0.9,0.83066,"[-2, 0, -1, -1, 1, -2, -1, -1, -1, -1]",-0.85613203,0.043867969512939475
intelligencer,1.5,0.80623,"[2, 0, 0, 2, 2, 2, 2, 1, 2, 2]",1.4559302,0.044069766998291016
refuse,-1.2,0.4,"[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]",-1.1559076,0.0440923690795898
adopt,0.7,0.64031,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 2]",0.6558871,0.044112873077392534
pity,-1.2,0.4,"[-2, -2, -1, -1, -1, -1, -1, -1, -1, -1]",-1.2441278,0.04412775039672856
shaking,-0.7,0.45826,"[-1, -1, -1, 0, -1, -1, 0, 0, -1, -1]",-0.744236,0.04423599243164067
disagreements,-1.8,0.6,"[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]",-1.8442988,0.04429883956909175
cheerleader,0.9,0.9434,"[1, 1, 0, 2, 1, 0, 0, 1, 0, 3]",0.9453068,0.04530677795410154
shortages,-0.6,1.0198,"[0, -2, -1, -1, 0, -2, 1, 1, -1, -1]",-0.6458926,0.045892620086669944
toughest,-0.3,1.84662,"[2, 1, -1, -3, 0, -2, 2, -2, 2, -2]",-0.34608078,0.046080780029296886
repressurize,-0.3,0.64031,"[0, 0, 0, 0, 0, 0, -2, 0, -1, 0]",-0.3461771,0.04617710113525392
punishing,-2.6,0.8,"[-2, -3, -3, -3, -4, -1, -3, -2, -2, -3]",-2.6463463,0.046346330642700106
distressfulness,-2.4,0.66332,"[-2, -3, -2, -3, -3, -3, -2, -1, -3, -2]",-2.3536325,0.046367549896240146
blam,-0.2,1.16619,"[-1, 0, 0, -1, -1, -2, -1, 1, 2, 1]",-0.24648714,0.04648714065551757
freebases,0.8,1.249,"[2, 0, -1, 0, 2, 0, 0, 3, 2, 0]",0.8467746,0.04677457809448238
depresses,-2.2,0.6,"[-2, -2, -2, -2, -3, -3, -1, -2, -3, -2]",-2.153192,0.04680795669555682
sentimental,1.3,0.64031,"[2, 1, 1, 2, 1, 0, 1, 2, 2, 1]",1.3475895,0.04758949279785152
weepy,-1.3,1.55242,"[-2, -3, -1, -2, 2, -3, -1, -2, 1, -2]",-1.3476672,0.04766721725463863
trustingly,1.6,0.91652,"[3, 1, 2, 3, 2, 2, 0, 1, 1, 1]",1.5523186,0.047681427001953214
injury,-1.8,0.6,"[-2, -2, -1, -2, -1, -1, -2, -3, -2, -2]",-1.751728,0.04827194213867192
disgusted,-2.4,0.91652,"[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]",-2.3513877,0.048612260818481356
stutters,-1.0,0.63246,"[-1, -1, -1, -2, 0, -2, 0, -1, -1, -1]",-1.0487399,0.04873991012573242
mooching,-1.7,0.64031,"[-3, -2, -1, -1, -2, -2, -1, -2, -1, -2]",-1.7488666,0.048866558074951216
whoremaster,-1.9,1.22066,"[-1, -3, -3, -2, -1, -3, 0, 0, -3, -3]",-1.9489806,0.04898056983947763
bitch,-2.8,0.87178,"[-1, -4, -2, -4, -3, -2, -3, -3, -3, -3]",-2.8499036,0.049903583526611506
startlement,-0.5,1.20416,"[-1, 0, 0, 1, -1, -1, 2, -2, -1, -2]",-0.45003366,0.04996633529663086
assaults,-2.5,0.92195,"[-1, -3, -3, -3, -4, -3, -1, -2, -2, -3]",-2.5500636,0.0500636100769043
avoid,-1.2,0.6,"[-1, -1, -1, -1, -2, -2, -1, -2, 0, -1]",-1.2501636,0.050163555145263716
determinantal,-0.3,1.41774,"[0, 0, 0, -4, 0, -1, 0, 0, 2, 0]",-0.35025024,0.05025024414062501
threat,-2.4,0.66332,"[-2, -3, -2, -2, -2, -4, -3, -2, -2, -2]",-2.4503033,0.0503033161163331
funneling,-0.1,0.3,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-0.04969406,0.05030593872070313
torturer,-2.3,1.18743,"[-4, -1, -1, -2, -4, -1, -2, -2, -4, -2]",-2.2496614,0.05033855438232404
trustworthiness,1.8,0.74833,"[2, 1, 3, 1, 2, 2, 1, 2, 3, 1]",1.8504763,0.05047626495361324
regretter,-1.6,0.66332,"[-2, -1, -2, -2, -3, -2, -1, -1, -1, -1]",-1.6505938,0.05059375762939444
disagreeably,-1.5,0.67082,"[-3, -2, -1, -1, -1, -2, -1, -2, -1, -1]",-1.5508802,0.05088019371032715
louseworts,-0.6,0.66332,"[0, 0, 0, -2, 0, -1, 0, -1, -1, -1]",-0.6513152,0.05131521224975588
frightened,-1.9,0.7,"[-2, -3, -1, -1, -2, -2, -3, -1, -2, -2]",-1.9513681,0.051368093490600675
supremacy,0.2,1.77764,"[-1, -2, 0, 3, 2, 0, -3, 0, 1, 2]",0.14849901,0.05150098800659181
botherations,-1.3,0.64031,"[-2, -2, -2, -1, -2, 0, -1, -1, -1, -1]",-1.3515906,0.05159063339233394
freebies,1.8,0.9798,"[2, 3, 1, 1, 2, 4, 1, 1, 2, 1]",1.8516603,0.051660251617431596
funnymen,1.3,1.1,"[2, 1, 1, 0, 0, 3, 3, 1, 2, 0]",1.2483139,0.051686096191406294
amazes,2.2,0.9798,"[1, 0, 3, 2, 2, 3, 3, 3, 2, 3]",2.1482959,0.051704120635986506
humouring,1.7,0.78102,"[2, 3, 1, 2, 1, 0, 2, 2, 2, 2]",1.751801,0.05180101394653325
stupidness,-1.7,0.64031,"[-3, -1, -2, -1, -2, -1, -2, -2, -1, -2]",-1.6481833,0.05181665420532222
boycott,-1.3,0.45826,"[-2, -1, -1, -1, -1, -2, -1, -1, -2, -1]",-1.3518276,0.05182762145996089
costly,-0.4,1.0198,"[-1, 0, -1, -1, 2, -1, -1, 1, -1, -1]",-0.34788084,0.05211915969848635
pleasurability,1.9,0.83066,"[1, 2, 2, 2, 2, 0, 2, 3, 3, 2]",1.952795,0.052795028686523526
sunshiny,1.9,0.7,"[2, 2, 3, 1, 2, 2, 1, 3, 1, 2]",1.8472047,0.05279531478881827
libertarians,0.1,0.83066,"[0, 0, 1, 0, 0, -1, -1, 0, 2, 0]",0.15285683,0.05285682678222656
fud,-1.1,1.37477,"[-1, -3, -1, -1, -3, -2, 2, 0, -1, -1]",-1.1531081,0.05310811996459952
cock,-0.6,1.49666,"[0, 0, -4, 0, 0, 1, 0, -3, 0, 0]",-0.6531372,0.05313720703125002
successively,0.9,1.04403,"[1, 0, 0, 1, 3, 0, 2, 0, 2, 0]",0.95314884,0.053148841857910134
fraudulence,-2.3,0.78102,"[-3, -2, -2, -3, -2, -1, -2, -4, -2, -2]",-2.353167,0.05316705703735369
dissatisfactions,-1.9,0.83066,"[-1, -3, -3, -1, -2, -1, -2, -2, -1, -3]",-1.8465874,0.053412580490112216
horrifically,-2.9,0.7,"[-2, -3, -2, -4, -2, -4, -3, -3, -3, -3]",-2.846415,0.053584957122802646
thorny,-1.1,0.83066,"[1, -1, -1, -1, -1, -1, -1, -2, -2, -2]",-1.1535997,0.05359973907470694
}:-),0.3,1.61555,"[1, 1, -2, 1, -1, -3, 2, 2, 1, 1]",0.24627209,0.05372791290283202
doomsayer,-0.7,1.41774,"[2, -1, -2, -1, 1, -2, -2, -1, 1, -2]",-0.646193,0.053806972503662065
inspirations,2.1,0.53852,"[2, 2, 2, 2, 1, 2, 2, 3, 3, 2]",2.0461555,0.053844547271728604
brainwashing,-1.5,1.28452,"[-2, -2, -2, -3, -1, -2, 2, -1, -2, -2]",-1.5539944,0.05399441719055176
bankrupt,-2.6,1.0198,"[-4, -4, -2, -2, -4, -3, -2, -2, -1, -2]",-2.65404,0.05404009819030753
defeatism,-1.3,1.00499,"[-1, -2, -2, -1, -1, -3, 1, -2, -1, -1]",-1.3542452,0.05424518585205074
rigidness,-0.3,1.00499,"[0, -1, -1, 0, 2, -1, -1, -1, 1, -1]",-0.24572611,0.0542738914489746
dumbcanes,-0.6,1.2,"[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]",-0.5456023,0.05439767837524412
attracted,1.8,0.6,"[1, 3, 1, 2, 2, 2, 2, 2, 2, 1]",1.854423,0.0544230461120605
irritation,-2.3,0.78102,"[-3, -2, -2, -2, -1, -3, -3, -1, -3, -3]",-2.245502,0.0544980049133299
rejecter,-1.6,0.66332,"[-2, -1, -1, -3, -2, -2, -1, -1, -1, -2]",-1.6545806,0.05458059310913077
whiner,-1.2,0.4,"[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]",-1.2545986,0.05459861755371098
livelihoods,0.9,1.13578,"[0, 0, 0, 3, 2, 2, 0, 2, 0, 0]",0.8452325,0.05476751327514651
rancidnesses,-1.6,0.4899,"[-2, -1, -2, -1, -1, -2, -2, -2, -1, -2]",-1.5452042,0.05479583740234384
pervertedness,-1.2,1.46969,"[1, -2, -3, -2, 0, -2, -3, 1, 0, -2]",-1.1451263,0.054873657226562456
bitters,-0.4,0.4899,"[-1, -1, -1, 0, 0, 0, 0, -1, 0, 0]",-0.34503937,0.05496063232421877
skepticisms,-1.2,0.9798,"[1, -2, 0, -1, -2, -1, -2, -2, -1, -2]",-1.1447558,0.055244159698486284
wimpiness,-1.2,0.9798,"[1, -1, -3, -1, -2, -1, -1, -1, -2, -1]",-1.2552972,0.05529718399047856
deprivals,-1.2,0.87178,"[0, -1, -2, -1, 0, -2, -1, -1, -3, -1]",-1.1446471,0.055352878570556596
dynamometry,0.6,1.28062,"[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0.5445423,0.055457687377929665
splendours,2.2,1.249,"[3, 0, 2, 1, 4, 3, 2, 4, 1, 2]",2.2555194,0.055519390106200994
grievers,-0.3,1.55242,"[-1, 2, -2, -1, 1, -2, 2, -2, 1, -1]",-0.24437952,0.05562047958374022
disturb,-1.7,0.45826,"[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]",-1.6443396,0.05566043853759761
resigners,-1.0,1.09545,"[-1, 0, -1, -3, -1, 0, 0, -1, -3, 0]",-0.9440675,0.05593252182006836
ability,1.3,0.64031,"[1, 1, 1, 0, 1, 2, 2, 2, 2, 1]",1.3565745,0.056574535369873
worse,-2.1,0.83066,"[-2, -2, -1, -3, -4, -2, -1, -2, -2, -2]",-2.0433352,0.05666480064392099
maniacs,-1.2,1.8868,"[-3, 1, -2, 1, -3, -2, 0, 2, -3, -3]",-1.1433053,0.05669469833374019
struggling,-1.8,0.6,"[-2, -2, -2, -2, -1, -1, -2, -2, -3, -1]",-1.8568254,0.056825351715087846
fun,2.3,0.45826,"[2, 3, 2, 3, 2, 2, 3, 2, 2, 2]",2.3568668,0.05686683654785174
forgotten,-0.9,0.53852,"[-1, 0, -1, 0, -1, -1, -1, -1, -2, -1]",-0.8428092,0.05719079971313479
whoremongers,-2.0,1.78885,"[-4, -3, 0, -3, -3, -3, -3, 1, 1, -3]",-2.0573637,0.05736374855041504
smartnesses,1.5,0.92195,"[1, 0, 1, 1, 1, 2, 1, 2, 3, 3]",1.4426317,0.05736827850341797
intimidator,-1.6,0.4899,"[-1, -1, -2, -2, -1, -2, -2, -1, -2, -2]",-1.6574707,0.05747070312499991
trickinesses,-0.4,1.0198,"[0, 2, 0, -2, -1, -1, 0, 0, -1, -1]",-0.45751572,0.05751571655273435
harmonics,1.5,1.0247,"[2, 2, 2, 0, 0, 2, 3, 2, 0, 2]",1.4422812,0.057718753814697266
compassion,2.0,0.7746,"[3, 2, 1, 1, 2, 1, 3, 2, 2, 3]",2.0577488,0.05774879455566406
agrees,0.8,1.4,"[1, 1, 1, 1, 3, 1, -3, 1, 1, 1]",0.8578,0.057800006866455034
smuggled,-1.5,0.92195,"[-1, -1, -2, -1, -1, -1, -2, -1, -1, -4]",-1.4417441,0.058255910873413086
freelancers,0.4,0.66332,"[0, 0, 0, 2, 0, 0, 0, 1, 1, 0]",0.45866346,0.058663463592529275
resolved,0.7,0.78102,"[1, 2, 0, 1, 1, 0, 2, 0, 0, 0]",0.6412258,0.05877418518066402
desperateness,-1.5,1.36015,"[-1, -2, -2, -2, -3, -3, 1, -2, 1, -2]",-1.5590632,0.05906319618225098
exhaustions,-1.1,0.9434,"[-1, -3, -2, -1, -1, -1, -1, 1, -1, -1]",-1.159122,0.05912199020385733
enemy,-2.5,0.92195,"[-3, -2, -3, -3, -3, -4, -1, -3, -1, -2]",-2.4408035,0.05919647216796875
smiler,1.7,0.78102,"[1, 1, 3, 1, 3, 2, 2, 2, 1, 1]",1.7593384,0.059338378906250044
swindles,-1.5,0.92195,"[0, -2, -2, -3, -2, -1, -1, 0, -2, -2]",-1.5596654,0.05966544151306152
dislikes,-1.7,0.78102,"[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]",-1.6401429,0.059857082366943315
criticising,-1.7,0.78102,"[-1, -1, -1, -3, -1, -2, -2, -2, -1, -3]",-1.6397438,0.06025619506835933
chuckler,0.8,1.07703,"[2, 1, -1, 0, 2, 1, 1, 2, -1, 1]",0.86031723,0.06031723022460933
wiser,1.2,0.87178,"[1, 3, 0, 1, 1, 2, 0, 2, 1, 1]",1.1396017,0.06039829254150386
grouching,-1.7,1.1,"[-1, -3, -2, 1, -2, -3, -2, -1, -2, -2]",-1.7608232,0.060823249816894576
stopping,-0.6,0.66332,"[-1, 0, 0, -1, 0, 0, 0, -1, -2, -1]",-0.6609359,0.06093587875366213
warmheartedness,2.7,0.64031,"[2, 4, 3, 2, 3, 3, 3, 2, 2, 3]",2.76097,0.060970115661620916
severed,-1.5,0.5,"[-1, -1, -2, -1, -2, -1, -1, -2, -2, -2]",-1.5610139,0.06101393699645996
freezes,-0.1,1.13578,"[0, -2, -2, 1, 0, 0, 0, 0, 2, 0]",-0.16116524,0.06116523742675781
aches,-1.0,0.7746,"[-1, -2, -1, -1, -1, 1, -2, -1, -1, -1]",-1.0612507,0.06125068664550781
disheartenments,-2.2,0.87178,"[-2, -3, -3, -3, -3, -1, -1, -1, -2, -3]",-2.2613902,0.06139020919799787
selfishness,-1.7,0.64031,"[-1, -1, -1, -2, -2, -1, -2, -2, -3, -2]",-1.6384683,0.06153173446655269
cutest,2.8,0.87178,"[2, 3, 3, 4, 4, 3, 1, 3, 2, 3]",2.7384624,0.061537551879882635
gossipped,-1.3,0.9,"[-2, -2, -1, -2, -1, -1, -2, -1, 1, -2]",-1.2383003,0.06169967651367192
destructible,-1.5,1.11803,"[-2, -2, -2, -1, 1, -1, -3, -1, -3, -1]",-1.4382291,0.06177091598510742
short-sightedness,-1.1,1.37477,"[-1, -2, -2, -2, -3, -1, 0, 2, 0, -2]",-1.1619601,0.06196012496948233
freakiness,-1.4,0.8,"[-1, -1, -1, -2, -3, 0, -2, -1, -2, -1]",-1.3378897,0.06211032867431632
passion,2.0,0.44721,"[2, 2, 1, 3, 2, 2, 2, 2, 2, 2]",1.937789,0.062211036682128906
distressingly,-2.2,0.74833,"[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]",-2.137691,0.062308979034424006
motivation,1.4,0.66332,"[1, 1, 2, 0, 2, 1, 2, 1, 2, 2]",1.3376431,0.06235685348510733
frightfully,-1.7,0.78102,"[-1, -1, -1, -2, -2, -1, -2, -3, -1, -3]",-1.6375034,0.06249661445617671
disgustingly,-2.9,0.7,"[-3, -3, -4, -3, -3, -2, -2, -4, -2, -3]",-2.8372743,0.06272568702697745
cheerfully,2.1,0.83066,"[3, 2, 2, 2, 1, 3, 1, 3, 1, 3]",2.0370278,0.06297216415405282
granted,1.0,1.09545,"[3, 0, 0, 0, 0, 1, 2, 2, 2, 0]",0.93685865,0.0631413459777832
agreed,1.1,0.53852,"[1, 1, 2, 1, 1, 2, 1, 0, 1, 1]",1.1631594,0.06315937042236319
nerdy,-0.2,1.249,"[-1, -1, -1, 3, 0, 0, 0, 0, -2, 0]",-0.26345968,0.0634596824645996
disagree,-1.6,0.4899,"[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]",-1.6634817,0.0634817123413085
freethinking,1.1,0.7,"[1, 0, 1, 1, 2, 2, 0, 2, 1, 1]",1.1635184,0.06351842880249015
aggravate,-2.5,0.80623,"[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]",-2.436461,0.06353902816772461
douchebag,-3.0,0.44721,"[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]",-3.063637,0.06363701820373535
polluters,-2.0,0.44721,"[-2, -2, -2, -2, -2, -3, -2, -1, -2, -2]",-2.0637112,0.06371116638183594
trembler,-0.6,1.28062,"[-2, -2, -1, 0, -1, 2, 1, -2, -1, 0]",-0.5362277,0.06377229690551756
irritatingly,-2.0,0.44721,"[-2, -2, -2, -3, -1, -2, -2, -2, -2, -2]",-2.0638027,0.06380271911621094
suffered,-2.2,0.74833,"[-3, -2, -1, -3, -2, -3, -1, -3, -2, -2]",-2.2638838,0.06388382911682111
intense,0.3,0.45826,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",0.36396313,0.06396312713623048
degradable,-1.0,1.26491,"[-1, -2, 0, -2, 0, -1, -2, -2, 2, -2]",-1.0641994,0.06419944763183594
hug,2.1,1.04403,"[1, 3, 2, 1, 1, 2, 3, 3, 1, 4]",2.16426,0.064259910583496
derides,-1.0,1.0,"[-1, -2, -2, 0, 0, 1, -1, -2, -1, -2]",-0.9355488,0.06445121765136719
failed,-2.3,0.9,"[-2, -3, -1, -2, -2, -1, -3, -3, -4, -2]",-2.3645735,0.06457347869873065
shittier,-2.1,0.83066,"[-3, -3, -2, -1, -1, -1, -3, -2, -2, -3]",-2.1646495,0.06464948654174796
immobilized,-1.2,0.87178,"[-1, -3, 0, -1, -1, 0, -2, -1, -2, -1]",-1.2651224,0.06512241363525395
sabotage,-2.4,0.91652,"[-3, -3, -3, -2, -2, -4, -2, -3, -1, -1]",-2.3346746,0.06532540321350089
suckered,-2.0,1.0,"[-2, -1, -1, -3, -3, -1, -1, -2, -2, -4]",-1.9346266,0.06537342071533203
adventuresses,1.4,1.11355,"[1, 0, 0, 3, 2, 2, 3, 0, 1, 2]",1.4654737,0.06547365188598642
lethargic,-1.2,0.74833,"[-2, -1, -2, -2, 0, -1, -1, -2, 0, -1]",-1.1344914,0.06550855636596675
dominantly,0.2,1.16619,"[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]",0.13438845,0.06561155319213868
radian,0.4,0.66332,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1]",0.4660058,0.066005802154541
thrilled,1.9,1.81384,"[3, -1, 3, 3, 1, -2, 3, 3, 3, 3]",1.9660602,0.06606016159057626
perfectionism,1.3,1.26886,"[3, -1, 2, 1, 2, 2, 2, -1, 1, 2]",1.3663149,0.06631488800048824
smuggler,-2.1,1.22066,"[-1, -3, -3, -1, -1, -1, -4, -1, -2, -4]",-2.0333316,0.06666836738586435
shamelessness,-1.4,1.0198,"[-1, -3, -2, 1, -2, -1, -2, -2, -1, -1]",-1.3333254,0.06667461395263663
fumers,-0.8,0.6,"[0, -1, -1, -2, -1, 0, 0, -1, -1, -1]",-0.73301554,0.06698446273803715
terrorist,-3.7,0.45826,"[-4, -3, -4, -4, -4, -3, -4, -4, -3, -4]",-3.767074,0.06707410812377912
impressionable,0.2,1.07703,"[0, 0, -1, 1, -1, -1, 0, 2, 0, 2]",0.26714706,0.06714706420898436
peculiarly,-0.4,1.2,"[-1, 2, -2, -1, 0, 0, -2, 1, -1, 0]",-0.3328104,0.06718959808349612
adorations,2.2,0.87178,"[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]",2.2672367,0.06723670959472638
trivialities,-1.0,0.63246,"[-2, -2, -1, -1, -1, 0, 0, -1, -1, -1]",-0.932601,0.0673990249633789
killingly,-2.6,1.0198,"[-3, -2, -4, -2, -1, -3, -4, -3, -3, -1]",-2.6674328,0.0674327850341796
lamella,-0.1,0.3,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",-0.032471657,0.0675283432006836
death,-2.9,1.04403,"[-3, -4, -4, -3, -3, -1, -1, -4, -3, -3]",-2.832301,0.06769909858703604
satisfaction,1.9,0.9434,"[1, 3, 2, 4, 2, 1, 1, 1, 2, 2]",1.9677467,0.06774673461914071
missed,-1.2,0.74833,"[-2, -1, 0, -1, -1, -1, -3, -1, -1, -1]",-1.2681751,0.06817512512207036
affectionately,2.2,0.87178,"[4, 1, 1, 2, 2, 2, 3, 3, 2, 2]",2.2683668,0.06836681365966779
assaultive,-2.8,0.87178,"[-3, -4, -2, -4, -3, -2, -3, -1, -3, -3]",-2.868554,0.06855411529541033
smilaxes,0.3,0.78102,"[0, 0, 0, 0, 1, 2, 1, -1, 0, 0]",0.23142004,0.06857995986938475
disgrace,-2.2,0.74833,"[-2, -4, -1, -2, -2, -2, -2, -3, -2, -2]",-2.2685962,0.0685961723327635
dumbwaiters,-0.1,0.3,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-0.16868258,0.06868257522583007
indecisivenesses,-0.9,0.53852,"[-1, -1, 0, -1, -1, 0, -1, -2, -1, -1]",-0.8312149,0.06878509521484377
excitability,1.2,0.87178,"[0, 1, 1, 0, 1, 2, 3, 1, 2, 1]",1.1311808,0.06881923675537105
friendlier,2.0,0.63246,"[3, 2, 2, 1, 2, 2, 2, 1, 3, 2]",1.9310174,0.06898260116577148
rebels,-0.8,1.07703,"[-1, 0, 0, -2, 0, -3, 0, 0, 0, -2]",-0.8690367,0.06903667449951167
misunderstanding,-1.8,0.6,"[-1, -1, -1, -3, -2, -2, -2, -2, -2, -2]",-1.869261,0.06926102638244624
agreeablenesses,1.3,0.45826,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]",1.3693371,0.06933708190917964
beautiful,2.9,0.7,"[2, 3, 2, 3, 2, 3, 4, 4, 3, 3]",2.9693975,0.06939754486083993
chastises,-1.7,1.61555,"[-3, -3, -3, -1, 1, -2, 1, -1, -2, -4]",-1.6305265,0.06947345733642574
isolators,-0.4,1.42829,"[-2, -1, -1, -2, 2, 2, -1, 1, -1, -1]",-0.46987677,0.06987676620483396
supremacists,-1.0,1.89737,"[-4, -2, -1, -3, -2, 2, 2, 0, 0, -2]",-1.0698962,0.06989622116088867
creatively,1.5,0.80623,"[2, 2, 1, 0, 2, 2, 2, 0, 2, 2]",1.4300909,0.06990909576416016
joyance,2.3,0.9,"[1, 3, 4, 2, 2, 1, 2, 3, 2, 3]",2.2300196,0.06998043060302717
smarty,1.1,0.53852,"[0, 2, 1, 2, 1, 1, 1, 1, 1, 1]",1.1699829,0.06998291015624991
vigours,0.4,1.68523,"[-4, 1, 1, 1, -1, 1, 2, 2, 0, 1]",0.3298254,0.07017459869384768
irrationalists,-1.5,0.92195,"[-2, -2, -1, -2, -2, 1, -1, -2, -2, -2]",-1.4297078,0.07029223442077637
unfortunates,-1.9,0.7,"[-2, -3, -1, -1, -2, -2, -2, -1, -3, -2]",-1.829504,0.07049598693847647
resentence,-1.0,0.7746,"[-1, 0, -1, -1, 0, -2, -1, 0, -2, -2]",-0.9294133,0.0705866813659668
wiseliest,1.6,1.49666,"[1, 4, 2, 2, 1, 2, 2, 3, -2, 1]",1.5294075,0.07059249877929696
